pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
deep-defaults,555.11,5919.94,,
deflate-js,2302.96,,115172.29,52383.93
topojson,266.63,80.58,64779.64,74158.68
grunt-processhtml,469.26,923.20,66502.89,18653.45
timekeeper,15570.59,1468.55,46000.28,
rocambole-linebreak,0.04,,86289.60,
jsonpath-plus,1192.31,478.77,40126.92,32126.67
hapi-scope-start,96.53,35.62,,
gulp-rimraf,403.34,40.86,,
shelf-pack,299.72,18.84,83325.20,10265.25
sails-disk,,270.44,,1819.34
backbone.babysitter,7917.58,309.34,,
fake-xml-http-request,418.13,156.24,63725.62,47994.01
yui,924.45,148.60,105244.99,103790.11
predefine,33005.52,627.60,102585.02,
get-values,,,,
gulp-wrap,2064.58,1767.76,77972.67,44720.47
generator-hyperledger-composer,,,,
feature-filter,117.00,68.32,,
react-is-deprecated,211.11,16448.65,78694.17,
azure-arm-website,2396.86,47.43,,
oppsy,862.19,42.50,,34654.44
@types/d3,,,,
augur.js,198.76,6.53,,34544.61
remark-html,9.11,21.70,,
grunt-contrib-qunit,2631.77,105.70,56794.87,
function-source,,0.47,,
azure-asm-compute,2396.86,47.43,,
parse-database-url,3381.42,15.76,45720.95,
rollup-plugin-uglify,72.60,25.53,51132.38,42585.61
rocambole-node,,,104948.92,
babel-preset-es2015-node4,88.65,72.32,87644.44,
jquery-migrate,1062.83,141.45,60859.60,1680.51
fuzzy,1333.59,449.15,74156.15,80377.23
@types/sinon-chai,,,,
jsforce,23458.79,156.88,29128.73,3223.39
react-prop-types-element-of-type,,173.09,76605.91,62946.49
fwd-stream,,,88434.13,58427.08
azure-arm-insights,2396.86,47.43,,
shortstop-handlers,36202.18,228.21,,
tosource,10240.84,674.56,44134.40,31181.54
kss,850.68,520.11,74341.38,56109.14
unist-util-is,3971.98,24.42,,
cordova-plugin-camera,4693.60,741.81,32711.56,47354.33
git-up,68.70,0.00,,1446.50
@storybook/ui,,,,
mapbox-gl-supported,5546.11,86.40,34003.16,
wolfy87-eventemitter,119.25,88.99,43880.84,
azure-arm-authorization,2396.86,47.43,,
babel-plugin-transform-vue-jsx,418.73,94.69,61967.80,36602.47
azure-arm-dns,2396.86,47.43,,
electron-builder-http,1395.56,64.02,3750.51,2488.76
azure-asm-network,2396.86,47.43,,
liquid-fire,120.58,56.75,88150.14,43654.52
azure-asm-sql,2396.86,47.43,,
sails-util,,4839.97,,
azure-asm-storage,2396.86,47.43,,
google-map-react,474.51,176.83,30538.00,38440.31
azure-asm-website,2396.86,47.43,,
rocambole-whitespace,,,84880.65,
grunt-retro,68.74,6.40,,
sublevel-pouchdb,832.83,37.41,16436.25,13871.73
copyfiles,1878.08,558.92,44508.38,27766.72
cli-table-redemption,37.28,18268.17,42239.03,36440.39
karma-jasmine-ajax,628.54,324.00,94382.11,81169.52
azure-asm-subscription,2396.86,47.43,,
git-url-parse,3060.07,8.59,18536.30,
lodash.isnumber,2.81,27.85,10913.48,7970.02
wdio-spec-reporter,1235.94,11.91,71248.18,65242.97
azure-asm-trafficmanager,2396.86,47.43,,
@ngrx/store,194.16,52.59,13638.82,964.51
azure-asm-mgmt,2396.86,47.43,,
azure-asm-hdinsight,2396.86,47.43,,
azure-asm-sb,2396.86,47.43,,
deep-freeze-strict,,30194.94,,84598.07
perfect-scrollbar,7650.43,1409.59,47946.79,27598.60
seq-queue,17.76,,55159.85,52937.53
jsontoxml,35.57,8.38,58587.38,35577.91
@angular-cli/ast-tools,,,,
jscodeshift,1987.59,407.02,47664.04,21490.47
rc-time-picker,1620.76,171.86,61517.32,51486.52
chai-spies,2093.21,324.17,72124.81,84175.00
request-debug,28.37,2820.18,77081.47,69162.39
socketcluster-client,1091.83,151.88,52813.72,58924.52
@types/grunt,,,,
amqp10,364.30,7.52,77124.23,71189.86
chroma-js,2272.89,2146.43,44208.36,32576.15
fs-sync,1544.84,28.14,84449.74,2820.53
emmet,5413.34,738.36,49798.29,14147.56
cloudinary,1924.47,202.17,13023.41,8839.74
yuidocjs,241.69,58.19,96539.17,91247.57
eslint-plugin-lodash,,,,
ngx-bootstrap,946.41,80.19,44863.91,26088.26
gzip-js,1143.46,1885.31,82649.81,72200.54
@storybook/addon-links,,,,
bytewise,156.69,144.36,92469.19,
numbro,530.54,65.35,59063.18,48135.85
react-fontawesome,107.69,265.57,,33729.24
fs-readfile-promise,157.87,,,
express-useragent,5740.85,2797.75,51555.78,21.84
sails-hook-sockets,,565.11,,49090.01
chai-string,136.18,228.95,2099.54,6022.95
skipper-disk,,3475.24,,65370.73
jsonic,10586.93,9949.36,4437.33,3468.48
postcss-sass,277.52,38.59,44609.11,23076.61
@types/ua-parser-js,,,,
videojs-swf,27143.73,251.59,,
eventful-promise,,0.04,,
gulp-consolidate,2573.05,22.21,,94210.10
@google-cloud/logging,786.94,26.15,10526.16,6082.09
rc-table,282.36,128.93,38143.84,25051.65
kafka-node,491.79,44.88,64172.29,59480.78
escomplex,2667.62,1756.91,77620.71,69994.35
react-display-name,4015.54,2.51,,37140.03
gulp-cond,25.96,208.72,,
pretender,2113.35,441.23,62498.59,33610.44
fixed-data-table,519.24,520.51,85982.31,
mdast-util-definitions,714.21,15.09,,
babyparse,,568.33,,70212.00
noms,35.49,17110.37,23728.23,
shapefile,261.65,2816.36,47880.93,51727.08
async-some,3.30,14.44,43992.76,
optimize-js,96.88,52.76,78993.28,77370.88
sc-formatter,572.80,15.95,,
unzip2,2215.36,9764.66,68276.98,46057.15
ftp-response-parser,,,87800.07,102225.81
mocha-teamcity-reporter,3804.84,2634.85,34976.15,35323.26
mold-source-map,20647.16,9281.32,,85130.74
ltcdr,3070.81,88.83,97984.34,
parse-listing,8715.48,13309.20,66587.92,59314.30
brcast,58.68,6583.67,,1766.94
nodemailer-ses-transport,,6.31,,67354.19
ember-hash-helper-polyfill,,4.67,,
string-similarity,3155.86,468.08,40293.22,39291.93
ag-grid,,,,
karma-browserstack-launcher,951.65,1090.67,65147.80,50216.15
dataloader,1916.21,723.56,32002.16,24159.11
webpack-info-plugin,,,,
@ionic/cli-plugin-cordova,1859.85,116.13,51117.71,17510.45
@ava/babel-plugin-throws-helper,533.71,60.98,,
gulp-spawn,0.24,17.14,,
solr-client,1472.35,175.88,76651.04,51947.62
disposify,,6.74,,
nsdeclare,1451.98,4022.81,67336.12,80770.86
jest-enzyme,582.79,24.89,53685.30,41310.56
@angular-devkit/schematics,,,,
compare-versions,1693.06,269.15,11073.79,10919.16
@angular-cli/base-href-webpack,,,,
rc-select,289.29,126.88,40212.92,27124.36
vfile-find-up,,16.94,,
svg-inline-loader,653.88,486.17,73626.23,65597.17
manage-path,2297.47,190.98,,
@storybook/react,,,,
ghooks,822.35,751.49,45163.63,37899.88
@storybook/channels,,,,
tunnel-ssh,2965.77,638.37,14357.68,1899.44
dot-access,,,42606.51,55043.92
code,22.35,16.20,27947.36,
workerpool,818.29,92.71,39747.71,38428.03
snazzy,1549.78,2174.56,25735.62,22714.17
reportback,,2134.73,,
ember-composable-helpers,,35.40,,29696.46
@types/clean-css,,,,
semaphore,1042.60,313.69,34844.58,76129.99
machina,2931.32,873.14,55284.89,53036.37
ast-module-types,566.45,175.05,26426.77,494.14
grunt-http,479.73,70.29,52439.75,50016.45
usage,2582.93,9.32,94162.65,95966.33
klaw-sync,1807.50,59.19,62164.54,3169.41
react-widgets,776.57,215.44,28401.71,44416.97
bfj,,31.07,,
morphdom,1272.62,795.73,34796.87,11941.06
eslint-formatter-pretty,869.22,17.11,61830.40,
pouchdb-collate,832.83,37.41,16437.31,13872.79
csv-parser,448.23,396.17,33415.70,29705.39
final-fs,305.06,,106186.55,86207.05
react-maskedinput,1694.70,419.86,73297.05,76985.19
unquote,68.07,,24105.92,
isbuffer,,,,79486.89
@google-cloud/common-grpc,102.86,7.20,,
tsify,94.70,84.66,68826.54,29357.13
download-status,3.73,52.26,76674.63,
cyclist,21531.65,,,14329.92
webpack-bundle-tracker,9510.71,2019.92,35054.41,
launchpad,13889.75,275.21,75787.74,66536.69
react-input-mask,334.83,159.17,47276.38,36996.37
@newrelic/native-metrics,391.75,12.86,45510.43,
bunyan-prettystream,41047.10,13132.13,95716.85,95535.92
pa11y,1948.31,47.54,37851.39,6378.68
brunch,473.43,6.56,,
lodash.findkey,2.81,27.85,10914.52,7971.06
rc-tree,662.36,191.14,39787.89,28253.21
escape-regex-string,,91.00,,
css-color-keywords,,,,
lynx,3733.02,3884.69,89295.84,80658.38
cover,62.25,9686.05,115881.19,85376.89
kebab-case,6338.91,6319.24,,262.17
strong-log-transformer,10760.37,24.45,23535.56,13691.26
csv-streamify,1729.32,1377.50,70745.09,39004.27
atom-fs,17407.37,37.84,69922.96,
eslint-config-hapi,,,,
react-native-router-flux,924.21,58.65,52969.84,35086.00
ng-infinite-scroll,1038.75,1367.82,85820.03,82639.37
angular2-moment,437.41,111.43,67093.92,25730.26
geoip-lite,1384.08,211.76,53394.19,13934.02
react-collapse,1974.16,275.35,41924.78,34615.68
draft-js-export-html,244.50,1889.41,61440.89,58982.51
tail,838.75,476.20,36277.97,25603.76
ember-new-computed,0.40,7.97,80564.06,74259.86
unitbezier,,91.99,26603.86,
pngjs2,1572.94,238.96,41563.88,18452.56
availability,2.76,,,51139.39
httperror,4240.44,35.55,85945.04,
rc-input-number,321.76,167.09,43957.62,24606.19
watson-developer-cloud,576.18,27.09,10290.00,2679.40
typeahead.js,1481.60,933.03,82677.99,87010.80
nouislider,879.18,1073.45,29596.38,18832.25
grunt-mkdir,30.14,11.32,63155.20,
path-match,47898.75,8420.63,,
idb-wrapper,970.12,488.58,85670.20,41829.43
code-push,441.97,8.68,,
@angular-devkit/core,,,,
sails-stringfile,,,,
foreman,6050.69,1075.28,27484.23,23962.13
vfile-find-down,335.67,16.92,,
millisecond,29.35,10.60,73148.80,65383.73
pouchdb-utils,832.83,37.41,16437.61,13873.09
gulp-html-replace,443.30,29.85,76286.45,84298.35
array-from,3061.68,6225.27,80369.12,53663.97
progeny,1565.99,98.12,78449.08,
pouchdb-errors,832.83,37.41,16437.67,13873.15
exorcist,3667.90,3945.97,12407.77,
typhonjs-escomplex,1599.96,3323.85,52610.88,39559.51
node-resemble-js,369.73,61.11,82569.46,73073.38
@storybook/react-fuzzy,,93.03,71233.12,
@types/through,,,,
ministyle,,0.03,77905.58,
cordova-windows,15200.47,109.96,,
mocha-phantomjs-core,230.59,52.43,83600.60,
@angular/cdk,,,,
nativescript-telerik-ui,1336.59,0.69,57374.06,
vulcanize,,27.02,,
screwdriver-api,2421.91,26.49,40070.33,2417.74
nave,3223.18,1527.26,31820.85,
webpack-chunk-hash,18737.07,1555.50,72507.34,
xml-objects,,,,
level-js,651.98,25.33,,
escomplex-js,,33.09,,
typhonjs-escomplex-commons,,5990.83,,39559.19
gulp-ttf2woff2,504.90,177.08,31376.23,
escomplex-plugin-syntax-estree,,5991.62,,42150.97
miniwrite,426.05,745.08,105165.83,68746.08
escomplex-plugin-syntax-babylon,,5991.62,,39559.89
escomplex-plugin-metrics-module,,5991.62,,41758.66
xml-writer,29.64,53.92,94822.90,71687.91
escomplex-plugin-metrics-project,,5991.62,,39559.90
passport-github,998.73,7648.56,60827.24,40057.87
rust-result,,1090.91,70856.13,
typhonjs-escomplex-module,,5990.82,,40883.87
sc-emitter,,,,
typhonjs-escomplex-project,,5990.83,,40883.85
rc-dialog,1268.75,221.28,24201.02,11865.34
grunt-ng-constant,594.30,215.96,82563.37,31687.17
wct-sauce,,32.54,,
next,,,,
@storybook/channel-postmessage,,,,
webpack-shell-plugin,292.73,144.34,72378.68,72152.30
env-paths,689.86,22.45,,
angular-gettext-tools,1033.00,94.46,84455.53,86305.14
partialify,242.85,27.50,91750.33,
credit-card-type,169.29,62.36,10956.85,11781.66
truffler,753.20,43.29,,79159.82
d3-geo-projection,418.51,363.73,56733.06,36977.58
bugsnag,1539.42,38.24,,
matches-selector,,5457.37,,
hapi-capitalize-modules,6.89,16.18,,
color-logger,,,77345.74,
lodash.groupby,2.81,27.85,10915.12,7756.21
serve,990.79,28.68,37943.26,17509.19
a-sync-waterfall,,6.71,,
hashids,934.88,241.37,28858.04,15231.22
gulp-svgstore,223.72,2.16,42115.05,
wdio-selenium-standalone-service,62.75,24.49,66694.25,61182.60
format-number-with-string,137.10,,,
fs-tree,,616.10,,
xml-nodes,9.72,21751.35,70520.97,
string-replace-webpack-plugin,182.84,344.79,77063.77,69779.05
@types/rx-lite-aggregates,,,,
typhonjs-plugin-manager,,,60425.21,
esformatter-jsx,26.48,17.39,80971.17,57844.55
mongodb-extended-json,570.67,424.83,,42209.31
@google-cloud/bigquery,534.49,40.58,5998.57,1398.73
esdoc,1131.98,987.10,71173.21,43958.77
lodash.unionwith,2.81,27.85,10915.23,7756.32
@types/inherits,,,,
grunt-spritesmith,16.78,9.86,105701.57,81586.98
matrix-utilities,11.34,7.78,81410.07,
rc-tabs,608.97,300.84,48104.97,27365.47
pouchdb-binary-utils,832.83,37.41,16438.20,13873.69
@types/rx-core-binding,,,,
node-stringprep,799.20,648.54,94412.02,80540.24
run-auto,1445.96,165.49,,
cropperjs,179.52,146.12,20577.60,
cassandra-driver,,122.40,,8709.46
commons-validator-js,178.05,34.49,41139.56,14824.12
js-md5,14560.78,5740.48,11314.93,13348.13
node-options,,395.10,,
vm2,1988.84,520.73,35280.16,32113.62
timeunits,,,,71474.82
browser-unpack,4109.17,658.37,43894.27,85791.18
webpack-validator,189.00,1.55,83284.40,
react-resizable,1116.98,1292.42,48746.73,21518.80
two-product,,,,
custom-event-polyfill,3986.04,1376.48,51189.15,
deconstruct-number-format,,,,
typhonjs-ast-walker,,,,
bluebird-retry,269.35,29.57,62923.32,73589.71
@angularclass/hmr-loader,1132.84,1905.42,80071.04,
requirejs-plugins,,,,62792.92
css-mqpacker,6.32,47.01,,18920.29
detective-amd,43.74,317.08,,448.32
broccoli-autoprefixer,6.51,33.36,,
robust-scale,22.78,,74360.32,
vinyl-map,,0.11,,
thread-sleep,2143.20,449.09,,
robust-sum,,,,
strong-error-handler,2611.32,3.37,77202.37,3805.57
tcomb-validation,23.32,2.64,76818.10,
typewise-core,,,,83608.62
material-design-icons,16726.27,1511.01,26059.98,9156.47
xo,1745.24,90.17,33471.86,901.79
remove-trailing-slash,,,,
get-amd-module-type,94.74,681.82,,483.25
sails-generate-backend,1061.21,779.55,,
pjs,1733.74,10.24,98629.70,99700.63
@types/rx-lite-time,,,,
@glimmer/di,327.82,3.63,76603.13,35141.46
@types/rx-lite-backpressure,,,,
hydrolysis,,28.91,,
strip-loader,2555.26,1745.64,79022.61,87118.73
@types/rx-lite-coincidence,,,,
two-sum,,2.56,,
validate-commit-msg,1373.95,7.28,,
sails-generate-views-jade,8395.94,1358.92,,90077.70
ember-i18n,1058.68,118.33,,
google-maps,7099.55,103.19,42170.44,39148.75
ignore-loader,8789.19,,56177.24,61147.95
eslint-plugin-no-use-extend-native,58.30,414.31,7051.77,5009.66
@types/rx-lite-virtualtime,,,,
@types/rx-lite-async,,,,
robust-subtract,,,,
underscore-deep-extend,,,,
robust-orientation,56.09,193.94,76438.21,
bytewise-core,,0.04,,74300.64
sails-generate-generator,,5609.70,,
@types/rx-lite,,,,
rc-switch,107.03,185.74,49675.28,18476.18
helmet-crossdomain,1258.18,592.61,,
react-date-picker,2143.60,115.72,30483.74,21553.08
sb-config-file,0.18,21.37,,68565.73
zmq,549.68,208.57,96526.94,81526.77
get-node-dimensions,1189.99,362.92,67691.26,65963.92
karma-chai-plugins,124.28,548.51,65023.86,
es6-module-loader,219.05,50.75,68180.23,
bump-regex,228.34,5.70,69889.64,
sentiment,2959.50,344.53,65399.13,63162.81
usage-stats,,1.30,,
react-toggle,3622.62,2242.46,69258.73,46499.22
typewise,,10.59,,
react-native-device-info,730.77,191.24,3292.03,1579.39
webpack-fail-plugin,3512.09,395.31,,
lodash.forin,2.81,27.85,10915.73,7756.82
openrest,,1.37,,52545.06
try-thread-sleep,,194.44,,
react-resizable-box,684.11,71.26,42832.04,32715.15
react-native-drawer-layout-polyfill,25.87,17.47,52385.00,59495.63
int64-buffer,2840.74,3008.22,64374.76,
eslint-config-semistandard,492.20,381.81,14263.05,24848.13
commitizen,957.24,644.10,49337.67,31642.54
pouchdb-md5,832.83,37.41,16438.67,13874.15
js-sha3,12777.07,2044.32,29039.76,11102.23
webpack-visualizer-plugin,1199.97,2679.08,69573.33,66016.53
statsd-parser,,,,
@types/localforage,274.97,51.35,61721.21,49818.11
matched,551.38,1.42,36422.17,51509.85
joi-assert,,2750.80,92351.08,75856.67
mock-require,194.54,234.20,56524.62,51466.83
filed,7223.35,122.22,103431.09,111101.24
parse-server,195.06,31.25,30120.93,19498.23
mocha-jsdom,6078.27,2546.23,59404.08,40296.99
standard-json,2007.92,1647.35,,22715.75
nerf-dart,,566.16,64353.10,80721.55
@types/cookie-parser,,,,
codecov.io,723.47,401.04,81115.28,68442.24
glamorous,98.02,7.91,,
human-interval,7818.10,1598.45,53232.20,41914.73
msgpack-lite,484.58,275.60,68973.53,57433.69
gulp-scss-lint,177.45,13.90,87184.42,40556.86
semantic-release,104.02,13.73,33452.03,28842.16
tsd,1992.62,77.30,29899.40,28669.78
fb,53.10,0.22,59588.28,53970.51
sweetalert,6426.92,1539.76,58945.22,50864.42
@types/rx-core,,,,
req-then,,,,
aws-sdk-mock,546.75,13.79,59595.37,
redux-localstorage,1733.30,2289.31,73663.33,76098.93
gulp-csslint,200.36,1593.22,80096.23,45144.29
esformatter-parser,,,,76063.48
vue-cli,27.38,103.02,44476.78,38684.56
cordova-plugin-geolocation,5862.52,659.08,37954.26,8870.15
chrono-node,764.50,300.14,47680.99,11565.08
cordova-plugin-network-information,2527.25,137.69,46974.08,28145.13
wct-local,22896.41,143.07,74673.97,22615.78
ember-text-measurer,30.86,2987.10,70688.35,34086.31
i18next-xhr-backend,121.73,1654.97,55147.45,
creditcards-tokenizer,,,,
@ngrx/core,2462.20,8264.66,74666.43,75078.48
event-lite,23181.50,75.99,85948.33,
gl-shader,63.18,1196.86,77576.27,83416.02
command-line-commands,166.73,25.90,,
@types/node-uuid,,,,
sc-channel,,,,
has-glob,,0.08,,
auth0-lock,421.16,31.48,8674.23,1462.07
hapi-swagger,1532.66,278.59,46195.31,8215.28
rc-checkbox,860.14,276.47,54209.93,21573.16
google-cloud,255.77,48.69,19554.22,65.05
pino,180.88,38.85,18236.84,9189.47
css-unit-converter,,73.39,71116.43,
@types/ms,,,,
@types/istanbul,,,,
openrest4js,,,,52812.52
minitable,4335.40,2263.22,,
ice-cap,72.52,1.20,64316.46,
@types/rx,,,,
defer-promise,,,,
font-awesome-webpack,302.44,3686.00,70137.99,81983.95
eslint-plugin-react-native,854.16,213.83,52243.23,40254.29
@types/rx-lite-testing,,,,
@types/rx-lite-joinpatterns,,,,
signum,,,51933.86,
@types/rx-lite-experimental,,,,
backbone.paginator,2494.95,396.22,85219.30,98496.44
blueimp-file-upload,72.04,31.17,105833.01,22141.08
loopback-context,11194.80,43.31,,
@types/content-type,,,,
@types/morgan,,,,
@types/compression,,,,
react-click-outside,368.73,2289.06,57200.18,54113.55
git-config-path,,,,
varint,1835.43,161.07,55192.40,48209.92
grunt-browser-sync,381.49,683.74,84705.89,
ember-cli-deploy-plugin,961.71,20.87,,
dustjs-helpers,1467.82,501.26,80902.71,77502.48
mocha-multi,1291.39,27.81,57023.15,32704.50
markdown-to-react-components,1583.19,477.10,83858.87,74069.80
definition-header,1418.08,6.14,101000.63,
highcharts-release,,,,
jed,5442.45,2014.64,73485.87,82434.93
@types/resolve,,,,
parse-server-s3-adapter,1490.84,20.09,29157.45,2520.53
mdast-util-to-hast,26.93,26.27,,
webpack-isomorphic-tools,4.68,16.79,69169.77,
stats-lite,5184.44,246.42,55739.82,58580.10
appium,,,,
eslint-rule-documentation,174.24,14.24,80578.47,43000.88
vows,15926.61,1944.78,81881.58,
css-font-style-keywords,,,,
css-font-weight-keywords,,,13806.05,
detective-cjs,42.12,509.47,,483.34
require-package-name,64175.95,,,
jstimezonedetect,21480.47,6.65,46185.18,80675.96
rc-form,416.46,201.77,56732.77,50794.82
app-usage-stats,10.45,,,
ember-macro-helpers,1523.91,6.10,71409.11,45126.78
react-ace,1614.79,150.48,39287.74,8457.46
jsonpath,314.91,3263.16,51742.40,47784.74
is-negated-glob,0.09,,50449.82,
@google-cloud/vision,255.77,48.69,19554.80,65.64
cleankill,0.46,42.59,,
office-ui-fabric-react,,,,
linked-list,682.08,11.01,,
decaffeinate,307.70,5.61,63815.57,24087.68
babel-plugin-transform-inline-environment-variables,371.33,27.14,64567.40,43106.58
lrucache,,,,
lost,299.06,57.42,73744.09,51178.64
parallel-transform,76208.69,6881.25,49717.66,51973.12
page,5185.92,957.16,71928.88,64827.85
azure-batch,2396.86,47.43,,
ssh-key-to-pem,118.13,42.05,54905.94,20147.63
get-comments,26.58,,88646.74,
basename,,,90796.96,
lodash.result,2.81,27.85,10916.93,7758.02
azure-arm-datalake-store,2396.86,47.43,,
react-navigation,,,,
shortstop,3926.80,2449.91,,
comma-separated-tokens,,60.73,,
property-information,167.84,24.21,,
azure-arm-cdn,2396.86,47.43,,
speakingurl,363.46,139.57,66441.09,48007.76
init-skeleton,18726.94,39.66,,
azure-graph,2396.86,47.43,,
is-js-type,,355.65,,5011.64
opal-components,,,,
eonasdan-bootstrap-datetimepicker,1583.18,231.40,12231.33,6502.81
thrift,,150.40,,2610.88
azure-arm-rediscache,2396.86,47.43,,
gridfs-stream,659.23,208.57,70508.63,72530.26
on-build-webpack,3112.03,,52350.97,42612.03
grunt-parallel,652.85,230.64,93204.39,93312.51
yakaa,,5931.38,87461.76,
space-separated-tokens,44.29,53.24,,
@types/dateformat,,,,
junit-report-builder,1392.24,37.56,,
azure-arm-datalake-analytics,2396.86,47.43,,
mitt,1925.50,745.08,19091.35,9980.61
minichain,,0.04,,
lodash.clonedeepwith,2.81,27.85,10738.36,7758.42
opt-cli,17.05,672.86,42587.92,50143.15
node-ssdp,470.61,413.55,51220.47,24498.61
blanket,241.31,1.55,96501.45,80788.75
noncharacters,,,,
xss,832.17,1575.19,40933.41,11180.99
omelette,1011.06,4.20,42531.61,37582.46
stacky,148.30,1504.55,71268.29,
azure-arm-commerce,2396.86,47.43,,
nativescript-telerik-ui-pro,1336.59,0.69,57376.52,
regenerator-babel,294.63,299.15,64576.69,47877.78
svg4everybody,2636.22,2425.23,74397.86,64825.95
url-pattern,416.95,48.92,57702.70,58932.21
snap-points-2d,,3757.71,72412.85,
commonjs-require-definition,734.52,7.89,69900.36,
is-proto-prop,0.89,35299.61,,5019.11
composable-middleware,47637.81,49812.60,62534.94,
azure-arm-hdinsight,2396.86,47.43,,
is-get-set-prop,,23789.06,,
esformatter-quotes,1450.45,1609.45,82676.33,96991.31
log-rotate,1763.21,4202.48,,
react-styleguidist,1004.21,101.41,45617.22,28104.07
azure-arm-batch,2396.86,47.43,,
angulartics,1685.67,323.97,81679.93,77348.75
fast-memoize,497.13,70.76,68307.72,51660.30
@types/connect,,,,
stringify-clone,810.95,400.61,,16231.67
async-to-gen,96.78,175.51,,
cloudflare4,412.29,2085.51,59121.34,40193.27
parse-css-font,1768.19,6.25,49087.38,26002.69
css-list-helpers,,22.41,,
css-global-keywords,,,74839.82,
css-font-stretch-keywords,,,,
proto-props,,2.47,,
bintrees,339.85,484.80,61253.44,67750.49
css-system-font-keywords,,,,
css-font-size-keywords,,,,
facebook-locales,,3755.84,65942.93,54121.08
js-types,,8.48,,
get-set-props,,32128.81,,
metalsmith-layouts,154.16,52.90,14178.85,
azure-arm-trafficmanager,2396.86,47.43,,
rc-tree-select,337.73,216.67,48389.23,29355.29
@types/gulp-util,,,,
rosie,1900.69,275.76,62489.29,32046.62
level-hooks,8.66,13.67,101785.19,
@types/accepts,,,,
azure-arm-hdinsight-jobs,2396.86,47.43,,
azure-arm-iothub,2396.86,47.43,,
yamlish,5267.57,949.13,75102.93,113970.18
logrotate-stream,10890.45,4.34,27653.60,
braintree-web,248.54,344.50,20889.66,1731.06
authentication4js,,6166.29,,47186.40
humanize-number,4224.88,1182.34,77915.97,
react-hoverbox,,,,
ng2-file-upload,1071.44,405.80,69357.21,50453.53
gulp-ng-config,645.49,27.35,82284.91,79449.35
fontkit,781.76,2359.47,48179.50,20487.49
flushwritable,,0.03,,
escallmatch,19.71,12.83,87904.91,
react-chartjs-2,6065.13,119.71,35400.06,846.45
element-resize-event,7470.35,3146.10,76515.40,
koa-logger,8317.52,2080.30,66658.74,41880.16
grunt-tslint,950.33,199.35,88645.30,
fg-lodash,,3.40,92664.75,
google-maps-locales,0.07,6166.29,,54012.71
grunt-webfont,413.54,34.66,87110.38,56670.91
urlsafe-base64,793.30,1012.06,75433.92,52169.28
@types/boom,,,,
electron-builder-util,1395.56,64.02,3755.26,2368.95
string-range,,412.76,101172.94,
jsdoc2md-stats,,,,
preact,393.29,35.36,36383.62,35304.23
sass-resources-loader,2117.74,333.50,54567.01,10109.48
postal-codes,188.61,,58350.33,52539.56
byt,,,,
@google-cloud/translate,255.77,48.69,19555.99,66.82
mailcheck,5827.16,488.30,64956.03,63642.70
level-peek,,2.63,95162.75,103918.83
rc-upload,124.91,261.70,53919.06,16790.90
globs,33240.82,1235.82,69100.96,
bal-util,799.89,6895.29,,53344.07
blueimp-load-image,66.72,101.78,38900.76,
generator-fabric-composer,,,,
unidecode,357.35,509.30,51330.57,
passthrough-counter,,24849.94,,68148.50
form-serialize,170.09,304.82,70257.51,74943.88
pouchdb-merge,832.83,37.41,16440.88,13876.36
hullabaloo-config-manager,2757.15,272.35,66420.09,66393.13
azure-arm-powerbiembedded,2396.86,47.43,,
coffee-register,,,53609.30,
ember-modal-dialog,3278.22,289.41,69043.20,26834.92
parse-server-push-adapter,1831.83,41.95,47462.85,1252.74
css-tree,1652.90,1053.63,27852.69,4725.73
grunt-jsonlint,865.35,81.78,,10972.09
vue-html-loader,,7905.29,,73190.76
azure-arm-servermanagement,2396.86,47.43,,
no-arrowception,0.89,486.48,,
license-checker,423.37,18.84,56808.15,46353.14
node-haste,,42.53,,84295.81
azure-arm-devtestlabs,2396.86,47.43,,
eslint-plugin-react-native-wix,0.07,22.52,82980.23,59140.69
flags,1389.58,8.54,3535.19,2491.80
firefox-profile,389.91,5.15,56352.40,29695.36
sanitizer,3801.32,2999.63,95985.89,65455.98
lodash.isregexp,2.81,27.85,10739.23,7759.29
sniffr,23357.73,7.65,47567.68,
@google-cloud/language,255.77,48.69,19556.29,67.12
composer-cucumber-steps,,,,
string-format,162.63,1.78,67703.80,100627.22
args-js,61.63,30.69,71887.90,
ember-cli-autoprefixer,249.42,1782.89,68037.86,26754.89
knockout,1096.94,669.90,87259.41,91100.11
grunt-available-tasks,173.27,384.70,96420.47,59509.56
image-type,114.89,6.38,,
package-json-versionify,1498.45,35.41,,
async-array-reduce,0.01,,,
sander,50.20,1094.84,60907.53,30417.16
grunt-bower-install-simple,770.46,1300.83,,
babel-preset-vue-app,200.13,47.62,67877.21,66904.79
grunt-contrib-handlebars,1238.88,133.78,94756.54,89893.45
@google-cloud/compute,255.77,48.69,19556.35,67.18
karma-angular-filesort,423.80,204.97,68417.32,63650.19
buffer-compare,0.14,3.93,,
node-xmpp-core,950.01,40.75,43534.85,366.32
concatenate,26.71,178.57,,
@google-cloud/bigtable,576.59,56.03,6804.21,7124.37
less-middleware,458.86,54.85,69235.24,48789.82
semantic-ui-react,71.22,36.67,40322.48,23206.17
git-head,263.19,92.43,,40319.44
hapi-for-you,9.84,20.89,,
monotone-convex-hull-2d,,,86004.17,31814.11
@angular/flex-layout,297.71,52.03,54357.91,30705.12
vcap_services,117.89,10.66,,35099.65
