pkg_name,maintainer_count,gh_days_since_commit,gh_open_prs,gh_open_issues,gh_stars,gh_repo_url
babel-plugin-transform-cjs-system-wrapper,2,2902,0,1,2,https://github.com/jrauschenbusch/babel-plugin-transform-cjs-system-wrapper
yeoman-assert,9,1464,2,4,52,https://github.com/yeoman/yeoman-assert
babel-plugin-array-includes,1,2641,1,2,44,https://github.com/stoeffel/babel-plugin-array-includes
minijasminenode,1,3965,3,8,32,https://github.com/juliemr/minijasminenode
react-clone-referenced-element,1,326,2,0,38,https://github.com/ide/react-clone-referenced-element
dep-graph,2,4458,0,1,28,https://github.com/TrevorBurnham/dep-graph
sb-exec,2,800,3,6,9,https://github.com/steelbrain/exec
anser,1,85,0,5,71,https://github.com/IonicaBizau/anser
make-iterator,1,2589,0,0,11,https://github.com/jonschlinkert/make-iterator
angular-cli,2,1,15,85,26908,https://github.com/angular/angular-cli
ember-cli-inject-live-reload,3,2041,0,0,0,https://github.com/rwjblue/ember-cli-inject-live-reload
yaeti,1,1216,0,3,5,https://github.com/ibc/yaeti
gruntfile-editor,1,1802,6,15,40,https://github.com/sboudrias/gruntfile-editor
d3-voronoi,2,2048,0,4,250,https://github.com/d3/d3-voronoi
gulp-flatten,1,889,1,2,107,https://github.com/armed/gulp-flatten
postcss-attribute-case-insensitive,4,0,4,6,960,https://github.com/csstools/postcss-plugins
set-getter,2,1422,0,0,13,https://github.com/doowb/set-getter
rollup-plugin-commonjs,5,1966,0,0,504,https://github.com/rollup/rollup-plugin-commonjs
cordova-plugin-whitelist,18,1304,0,0,445,https://github.com/apache/cordova-plugin-whitelist
image-webpack-loader,1,785,13,68,2025,https://github.com/tcoopman/image-webpack-loader
stream-array,1,1210,3,0,43,https://github.com/mimetnet/node-stream-array
localforage,1,283,34,66,25370,https://github.com/localForage/localForage
valid-identifier,1,2325,0,1,4,https://github.com/purplecabbage/valid-identifier
derequire,1,861,12,1,65,https://github.com/calvinmetcalf/derequire
d3-transition,2,582,6,6,223,https://github.com/d3/d3-transition
deeper,1,2979,1,3,25,https://github.com/othiym23/node-deeper
xml-parse-from-string,1,2914,0,0,4,https://github.com/Jam3/xml-parse-from-string
lodash.forown,2,148,28,72,60447,https://github.com/lodash/lodash
sauce-connect-launcher,6,852,15,16,72,https://github.com/bermi/sauce-connect-launcher
react-stubber,1,2745,1,2,50,https://github.com/kadirahq/react-stubber
grunt-autoprefixer,1,3371,1,10,792,https://github.com/ndmitry/grunt-autoprefixer
check-types,1,2679,0,0,226,https://github.com/philbooth/check-types.js
composer-connector-web,2,1569,0,0,30,https://github.com/hyperledger/composer
autobind-decorator,3,858,26,7,1453,https://github.com/andreypopp/autobind-decorator
scriptjs,2,1851,12,36,2943,https://github.com/ded/script.js
co-child-process,7,3081,0,1,7,https://github.com/cojs/child-process
babel-plugin-espower,1,858,6,3,93,https://github.com/power-assert-js/babel-plugin-espower
only-shallow,1,2979,1,2,9,https://github.com/othiym23/only-shallow
babel-plugin-transform-system-register,2,3213,0,1,2,https://github.com/asapach/babel-plugin-transform-system-register
table-layout,1,175,0,1,24,https://github.com/75lb/table-layout
to-regex,1,1622,2,0,59,https://github.com/jonschlinkert/to-regex
karma-safari-launcher,4,1894,5,13,19,https://github.com/karma-runner/karma-safari-launcher
regex-not,1,2636,0,2,31,https://github.com/jonschlinkert/regex-not
d3-dsv,2,490,9,3,441,https://github.com/d3/d3-dsv
babel-plugin-react-docgen,3,165,2,5,164,https://github.com/storybooks/babel-plugin-react-docgen
composer-connector-hlf,1,1569,0,0,30,https://github.com/hyperledger/composer
karma-browserify,4,1333,0,0,319,https://github.com/nikku/karma-browserify
babel-plugin-transform-react-inline-elements,3,0,100,0,43575,https://github.com/babel/babel
node-cache,2,340,20,54,2322,https://github.com/node-cache/node-cache
ember-test-helpers,13,0,28,64,187,https://github.com/switchfly/ember-test-helpers
watchr,1,489,5,5,538,https://github.com/bevry/watchr
sb-promisify,1,2340,2,0,3,https://github.com/steelbrain/promisify
broccoli-asset-rewrite,5,880,32,14,10,https://github.com/ember-cli/broccoli-asset-rewrite
enquire.js,1,1173,5,13,3617,https://github.com/WickyNilliams/enquire.js
react-fuzzy,2,277,1,5,78,https://github.com/ritz078/react-fuzzy-search
broccoli-uglify-sourcemap,6,487,19,7,10,https://github.com/ember-cli/broccoli-uglify-sourcemap
node-expat,5,428,1,40,384,https://github.com/astro/node-expat
unist-util-modify-children,2,673,0,0,11,https://github.com/syntax-tree/unist-util-modify-children
jasminewd,1,1063,1,25,47,https://github.com/angular/jasminewd
cordova-registry-mapper,15,2194,2,0,7,https://github.com/stevengill/cordova-registry-mapper
ember-export-application-global,2,822,0,1,14,https://github.com/ember-cli/ember-export-application-global
ember-data,13,0,36,42,3075,https://github.com/emberjs/data
cron-parser,1,12,2,18,1373,https://github.com/harrisiirak/cron-parser
babel-plugin-htmlbars-inline-precompile,4,779,22,4,9,https://github.com/ember-cli/babel-plugin-htmlbars-inline-precompile
loader.js,6,885,18,13,79,https://github.com/ember-cli/loader.js
podda,1,2829,1,2,35,https://github.com/arunoda/podda
d3-geo,2,315,5,28,1051,https://github.com/d3/d3-geo
json2mq,1,2387,1,1,172,https://github.com/akiran/json2mq
postcss-flexbugs-fixes,1,590,3,5,747,https://github.com/luisrudge/postcss-flexbugs-fixes
d3-hierarchy,2,32,8,17,1187,https://github.com/d3/d3-hierarchy
parse-github-repo-url,4,2404,1,1,30,https://github.com/repo-utils/parse-github-repo-url
composer-cli,1,1569,0,0,30,https://github.com/hyperledger/composer
mini-lr,1,3077,1,0,5,https://github.com/elwayman02/mini-lr
markdown-escapes,1,1290,0,0,8,https://github.com/wooorm/markdown-escapes
pascalcase,1,1228,0,2,37,https://github.com/jonschlinkert/pascalcase
lodash.curry,2,148,28,72,60447,https://github.com/lodash/lodash
ava,2,3,11,60,20777,https://github.com/avajs/ava
is-whitespace-character,1,899,0,0,7,https://github.com/wooorm/is-whitespace-character
gulp-protractor,4,927,7,16,136,https://github.com/mllrsohn/gulp-protractor
karma-remap-istanbul,3,1712,3,7,37,https://github.com/marcules/karma-remap-istanbul
posix-getopt,4,282,1,3,46,https://github.com/davepacheco/node-getopt
composer-runtime,1,1569,0,0,30,https://github.com/hyperledger/composer
grunt-ng-annotate,1,1860,0,2,222,https://github.com/mgol/grunt-ng-annotate
karma-babel-preprocessor,2,593,6,2,168,https://github.com/babel/karma-babel-preprocessor
dependency-ls,15,2472,1,0,0,https://github.com/stevengill/dependency-ls
typedoc,5,1,0,2,8042,https://github.com/TypeStrong/TypeDoc
@types/minimatch,1,0,100,0,49705,https://github.com/DefinitelyTyped/DefinitelyTyped
string-convert,1,3822,0,0,7,https://github.com/akiran/string-convert
cordova-create,16,172,0,0,10,https://github.com/apache/cordova-create
is-word-character,1,899,0,0,4,https://github.com/wooorm/is-word-character
trim-off-newlines,2,1211,0,0,8,https://github.com/stevemao/trim-off-newlines
strip-bom-buf,1,563,0,0,19,https://github.com/sindresorhus/strip-bom-buf
velocity-animate,3,1659,0,41,17295,https://github.com/julianshapiro/velocity
d3-drag,2,582,5,6,337,https://github.com/d3/d3-drag
gulp-connect,2,256,13,24,631,https://github.com/avevlad/gulp-connect
cls-bluebird,2,2708,0,3,45,https://github.com/TimBeyer/cls-bluebird
inert,4,199,1,6,237,https://github.com/hapijs/inert
@types/async,1,0,100,0,49705,https://github.com/DefinitelyTyped/DefinitelyTyped
lodash.omitby,2,148,28,72,60447,https://github.com/lodash/lodash
byline,1,2012,4,9,324,https://github.com/jahewson/node-byline
cuint,1,2514,0,4,32,https://github.com/pierrec/js-cuint
ember-cli-legacy-blueprints,6,2727,0,0,3,https://github.com/ember-cli/ember-cli-legacy-blueprints
express-handlebars,3,1,0,1,268,https://github.com/express-handlebars/express-handlebars
gray-matter,3,392,18,48,4123,https://github.com/jonschlinkert/gray-matter
load-bmfont,1,191,3,4,31,https://github.com/Jam3/load-bmfont
eslint-plugin-angular,1,378,17,68,618,https://github.com/Gillespie59/eslint-plugin-angularjs
jspm-config,1,512,36,6,1,https://github.com/unional/jspm-config
rttc,2,1969,2,5,25,https://github.com/node-machine/rttc
azure-storage,2,661,15,7,496,https://github.com/Azure/azure-storage-node
vui-ad-hoc-alexa-recognizer,1,796,3,5,30,https://github.com/RationalAnimal/vui-ad-hoc-alexa-recognizer
ember-cli-app-version,3,334,3,5,55,https://github.com/ember-cli/ember-cli-app-version
leveldown,3,159,0,0,775,https://github.com/Level/leveldown
ember-cli-uglify,4,590,4,4,23,https://github.com/ember-cli/ember-cli-uglify
main-bower-files,2,2058,1,7,582,https://github.com/ck86/main-bower-files
composer-connector-proxy,1,1569,0,0,30,https://github.com/hyperledger/composer
win-spawn,1,2997,0,0,65,https://github.com/ForbesLindesay/win-spawn
keymirror,1,1097,4,0,382,https://github.com/STRML/keyMirror
ember-resolver,7,171,17,4,87,https://github.com/ember-cli/ember-resolver
juice,3,12,5,66,3163,https://github.com/Automattic/juice
deprecate,1,2116,2,2,15,https://github.com/brianc/node-deprecate
parse-bmfont-xml,1,191,3,0,3,https://github.com/mattdesl/parse-bmfont-xml
postcss-partial-import,3,2012,1,7,72,https://github.com/jonathantneal/postcss-partial-import
d3-zoom,2,375,7,16,519,https://github.com/d3/d3-zoom
parse-bmfont-ascii,1,3709,0,1,6,https://github.com/mattdesl/parse-bmfont-ascii
parse-bmfont-binary,1,3666,0,0,3,https://github.com/Jam3/parse-bmfont-binary
cordova-ios,21,33,7,60,2187,https://github.com/apache/cordova-ios
d3-quadtree,2,582,4,5,232,https://github.com/d3/d3-quadtree
app-module-path,5,2403,2,12,410,https://github.com/patrick-steele-idem/app-module-path-node
d3-force,2,497,12,15,1860,https://github.com/d3/d3-force
array-iterate,1,902,0,0,7,https://github.com/wooorm/array-iterate
normalizr,2,1147,0,0,20929,https://github.com/paularmstrong/normalizr
fetch-mock,1,1,0,6,1304,https://github.com/wheresrhys/fetch-mock
git-raw-commits,4,9,26,74,8084,https://github.com/conventional-changelog/conventional-changelog
grunt-mocha-test,1,801,6,6,362,https://github.com/pghalliday/grunt-mocha-test
react-dock,2,1,41,59,14179,https://github.com/reduxjs/redux-devtools
lodash.chunk,2,148,28,72,60447,https://github.com/lodash/lodash
graphql-tag,3,471,25,75,2341,https://github.com/apollographql/graphql-tag
hiredis,2,1997,4,9,305,https://github.com/redis/hiredis-node
pn,1,2362,2,1,26,https://github.com/cscott/node-pn
typedoc-default-themes,5,1365,8,9,57,https://github.com/TypeStrong/typedoc-default-themes
ember-cli-lodash-subset,6,2871,0,2,2,https://github.com/ember-cli/ember-cli-lodash-subset
eslint-plugin-html,1,68,6,8,440,https://github.com/BenoitZugmeyer/eslint-plugin-html
grunt-postcss,1,2002,3,17,420,https://github.com/nDmitry/grunt-postcss
css-in-js-utils,1,523,14,0,76,https://github.com/robinweser/css-in-js-utils
html-wiring,7,2604,0,0,10,https://github.com/yeoman/html-wiring
level-errors,3,141,0,0,13,https://github.com/Level/errors
component-type,1,505,0,0,77,https://github.com/sindresorhus/component-type
cwise-compiler,5,2914,0,0,8,https://github.com/scijs/cwise-compiler
ember-cli-qunit,6,2351,0,2,30,https://github.com/ember-cli/ember-cli-qunit
redux-devtools-log-monitor,4,1,41,59,14179,https://github.com/reduxjs/redux-devtools
ember-try-config,4,571,4,2,1,https://github.com/ember-cli/ember-try-config
type-name,1,755,2,0,84,https://github.com/twada/type-name
duration,1,612,0,3,28,https://github.com/medikoo/duration
composer-connector-hlfv1,3,1569,0,0,30,https://github.com/hyperledger/composer
require-all,4,1945,1,3,301,https://github.com/felixge/node-require-all
applause,1,1467,1,2,32,https://github.com/outaTiME/applause
redux-devtools-dock-monitor,5,1,41,59,14179,https://github.com/reduxjs/redux-devtools
webpack-node-externals,1,494,12,43,1299,https://github.com/liady/webpack-node-externals
level-iterator-stream,3,800,2,0,12,https://github.com/Level/iterator-stream
pad-stream,1,618,0,0,11,https://github.com/sindresorhus/pad-stream
ember-load-initializers,10,226,20,6,16,https://github.com/ember-cli/ember-load-initializers
web-resource-inliner,1,266,1,13,71,https://github.com/jrit/web-resource-inliner
http-status,1,94,0,3,479,https://github.com/adaltas/node-http-status
date-format,2,661,1,3,59,https://github.com/nomiddlename/date-format
mdast-util-compact,2,673,0,0,7,https://github.com/syntax-tree/mdast-util-compact
composer-runtime-hlf,1,1569,0,0,30,https://github.com/hyperledger/composer
lodash.isnull,2,148,28,72,60447,https://github.com/lodash/lodash
grunt-contrib-requirejs,5,1223,2,6,504,https://github.com/gruntjs/grunt-contrib-requirejs
compare-func,1,158,2,0,16,https://github.com/stevemao/compare-func
gulp-useref,1,1139,2,37,704,https://github.com/jonkemp/gulp-useref
mocha-junit-reporter,2,353,15,36,146,https://github.com/michaelleeallen/mocha-junit-reporter
swig,1,2888,0,0,3108,https://github.com/paularmstrong/swig
angular-route,1,393,72,28,58742,https://github.com/angular/angular.js
redux-devtools-themes,1,2012,2,0,34,https://github.com/gaearon/redux-devtools-themes
state-toggle,1,908,0,0,8,https://github.com/wooorm/state-toggle
text-extensions,1,193,0,0,55,https://github.com/sindresorhus/text-extensions
friendly-errors-webpack-plugin,3,1424,26,31,749,https://github.com/geowarin/friendly-errors-webpack-plugin
vue-router,2,2,17,31,4220,https://github.com/vuejs/router
ember-inflector,5,58,15,15,107,https://github.com/emberjs/ember-inflector
composer-connector-server,2,1569,0,0,30,https://github.com/hyperledger/composer
loopback-connector-composer,1,1569,0,0,30,https://github.com/hyperledger/composer
gcs-resumable-upload,6,480,0,0,62,https://github.com/googleapis/gcs-resumable-upload
rc-tooltip,8,75,10,63,941,https://github.com/react-component/tooltip
@types/source-map,1,335,23,43,3618,https://github.com/mozilla/source-map
d3-request,1,2655,1,4,108,https://github.com/d3/d3-request
p-pipe,1,1493,0,0,123,https://github.com/sindresorhus/p-pipe
parse-key,1,4480,0,0,14,https://github.com/thlorenz/parse-key
array-ify,1,2608,0,1,5,https://github.com/stevemao/array-ify
gulp-cached,2,3044,0,9,454,https://github.com/contra/gulp-cached
sw-precache,3,2161,4,54,5215,https://github.com/googlechrome/sw-precache
remarkable,8,358,15,85,5800,https://github.com/jonschlinkert/remarkable
git-semver-tags,5,9,26,74,8084,https://github.com/conventional-changelog/conventional-changelog
node-schedule,5,437,16,84,9183,https://github.com/node-schedule/node-schedule
d3-random,2,582,5,1,139,https://github.com/d3/d3-random
yeoman-welcome,6,111,0,1,19,https://github.com/yeoman/yeoman-welcome
get-pkg-repo,3,225,16,5,16,https://github.com/conventional-changelog/get-pkg-repo
lodash.flow,2,148,28,72,60447,https://github.com/lodash/lodash
grunt-exec,2,1507,1,3,248,https://github.com/jharding/grunt-exec
ionic-angular,11,1,25,75,51700,https://github.com/ionic-team/ionic
rfile,1,2996,2,0,7,https://github.com/ForbesLindesay/rfile
react-virtualized,5,109,0,1,26771,https://github.com/bvaughn/react-virtualized
conventional-changelog-angular,5,9,26,74,8084,https://github.com/conventional-changelog/conventional-changelog
ruglify,1,2996,1,0,4,https://github.com/ForbesLindesay/ruglify
postcss-advanced-variables,3,134,3,18,138,https://github.com/jonathantneal/postcss-advanced-variables
d3-brush,2,582,3,8,153,https://github.com/d3/d3-brush
twilio,1,5,5,39,1455,https://github.com/twilio/twilio-node
conventional-changelog-writer,5,9,26,74,8084,https://github.com/conventional-changelog/conventional-changelog
grunt-lib-phantomjs,7,1510,0,4,92,https://github.com/gruntjs/grunt-lib-phantomjs
cli-clear,1,3014,1,0,16,https://github.com/stevenvachon/cli-clear
react-base16-styling,3,1,41,59,14179,https://github.com/reduxjs/redux-devtools
mississippi,2,1799,0,0,1088,https://github.com/maxogden/mississippi
requireindex,1,901,0,1,84,https://github.com/stephenhandley/requireindex
cucumber,4,0,11,53,5137,https://github.com/cucumber/cucumber-js
long-timeout,1,330,1,2,72,https://github.com/tellnes/long-timeout
mailparser,1,162,0,40,1618,https://github.com/nodemailer/mailparser
truncate,1,718,3,1,53,https://github.com/FGRibreau/node-truncate
lodash._baseuniq,2,148,28,72,60447,https://github.com/lodash/lodash
draft-js,4,824,100,0,22606,https://github.com/facebook/draft-js
conventional-commits-filter,5,9,26,74,8084,https://github.com/conventional-changelog/conventional-changelog
javascript-natural-sort,2,2105,3,0,46,https://github.com/Bill4Time/javascript-natural-sort
react-slick,1,2,73,27,11870,https://github.com/akiran/react-slick
passport-http-bearer,1,168,3,18,957,https://github.com/jaredhanson/passport-http-bearer
is-text-path,1,375,0,0,18,https://github.com/sindresorhus/is-text-path
babel-plugin-lodash,2,687,10,15,1955,https://github.com/lodash/babel-plugin-lodash
co-ware,1,3755,0,0,17,https://github.com/fundon/co-ware
react-user-tour,54,757,0,6,152,https://github.com/socialtables/react-user-tour
bach,2,754,0,0,136,https://github.com/gulpjs/bach
d3-polygon,2,582,3,3,98,https://github.com/d3/d3-polygon
node-abi,1,2,0,4,171,https://github.com/electron/node-abi
